sketch,notes_path,parameter,canonical_parameter,default,tried,change_score,signal,effect,deterministic,baseline_display,uses_shader,evidence_warning
2018/Generativos/pelines,out/2018/Generativos/pelines/notes.md,angle multiplier (TAU*2),angle multiplier,6.28,[3.14],subtle,low,no visible change; flow layout nearly identical,true,:2,false,
2018/Generativos/pelines,out/2018/Generativos/pelines/notes.md,length multiplier (dd*gri),length multiplier,1,[2],subtle,low,"subtle: strokes visibly longer and more legible, same layout",true,:2,false,
2018/Generativos/pelines,out/2018/Generativos/pelines/notes.md,"line alpha (random(120)*random(0.2,1))",line alpha random,0-24,"[""random(255)*random(0.6,1) -> 0-153""]",moderate,high,"lines much more opaque: red/orange/yellow strokes pop, dark band sharper",true,:2,false,
2018/Generativos/pelines,out/2018/Generativos/pelines/notes.md,palette (colors[]),palette,green/orange/navy/red/teal,"[""#2E0551 #FF00C7 #01AFC2 #FDBE03 #F4F9FD""]",large,high,fully recoloured: magenta/purple/cyan/gold flow over dark purple ground,true,:2,false,
2018/Generativos/pelines3d,out/2018/Generativos/pelines3d/notes.md,cc,cc,8,[4],moderate,high,"coarser 4x4x4 start grid: looser, wider-spreading bundles, bigger brighter center knot",true,:2,false,
2018/Generativos/pelines3d,out/2018/Generativos/pelines3d/notes.md,paths,paths,500,[200],subtle,low,"sparser: thinner knot, more black gaps, same field",true,:2,false,
2018/Generativos/pelines3d,out/2018/Generativos/pelines3d/notes.md,vel,vel,10,[25],moderate,high,"longer steps: longer, more stretched curves, bigger knot",true,:2,false,
2018/Generativos/pelines3d,out/2018/Generativos/pelines3d/notes.md,det,det,0.001,[0.004],moderate,high,"finer noise: much wavier, more loops, convergence knot weakened and dispersed",true,:2,false,
2018/Generativos/pelines3d,out/2018/Generativos/pelines3d/notes.md,alpha,alpha,80,[200],none,low,"no visible change: initial stroke alpha only sets the first vertex of each polyline, per-vertex getColor stroke overrides it",true,:2,false,
2018/Generativos/pelines3d,out/2018/Generativos/pelines3d/notes.md,steps,steps,100,[40],subtle,low,"shorter trajectories: smaller tighter knot, curves stop short of the edges",true,:2,false,
2018/Generativos/pelolos,out/2018/Generativos/pelolos/notes.md,cc,cc,"random(160, 6400)","[""random(160, 900)""]",moderate,high,"fewer lines: fur thins, individual wavy strands visible, more orange background shows through",true,:2,false,
2018/Generativos/pelolos,out/2018/Generativos/pelolos/notes.md,vel,vel,3,[8],moderate,high,"bigger steps: lines spread apart, mass thins, more background visible, S-spine less pronounced",true,:2,false,
2018/Generativos/pelolos,out/2018/Generativos/pelolos/notes.md,amp,amp,4,[8],subtle,low,"slightly looser, more diffused wiggle; overall structure unchanged",true,:2,false,
2018/Generativos/pelolos,out/2018/Generativos/pelolos/notes.md,strokeWeight,strokeweight,"random(0.5, 1.2)","[""random(2.0, 3.0)""]",moderate,high,"lines read slightly darker and denser (stroke alpha is only 8, so effect is limited)",true,:2,false,
2018/Generativos/pelolos,out/2018/Generativos/pelolos/notes.md,colors,colors,warm 9-colour palette,"[""cool 5-colour palette""]",large,high,completely recoloured: blue/violet/white field with crimson strand mass; background rcol() also changes (now near-white),true,:2,false,
2018/Generativos/pelolos002,out/2018/Generativos/pelolos002/notes.md,cc,cc,2200,[600],moderate,high,"fewer lines: thicker spaced stripes, looser braid, more background showing",true,:2,false,
2018/Generativos/pelolos002,out/2018/Generativos/pelolos002/notes.md,vel,vel,5,[10],large,high,bigger steps: braid thins to sparse widely-spaced strands,true,:2,false,
2018/Generativos/pelolos002,out/2018/Generativos/pelolos002/notes.md,err,err,0.01,[0.05],moderate,high,"faster per-row noise-scale drift: different braid wave shape, same density",true,:2,false,
2018/Generativos/pelolos002,out/2018/Generativos/pelolos002/notes.md,dc,dc,0.032,[0.16],large,high,"faster colour drift along line: many bright white/pink strands, shorter stripe bands",true,:2,false,
2018/Generativos/pelolos002,out/2018/Generativos/pelolos002/notes.md,amp,amp,20,[10],moderate,high,"smaller angular deviation: gentler waves, far fewer loops/crossings",true,:2,false,
2018/Generativos/pelones,out/2018/Generativos/pelones/notes.md,ballCountMult,ballcountmult,"random(20,120)*0.2","[""*1.0""]",moderate,high,~5x ball count; canvas fills with overlapping balls of all sizes,true,:2,false,
2018/Generativos/pelones,out/2018/Generativos/pelones/notes.md,ballMaxSize,ballmaxsize,0.2*width,"[""0.4*width""]",moderate,high,"same count, 2x larger balls; several huge discs, dashed rings scale up",true,:2,false,
2018/Generativos/pelones,out/2018/Generativos/pelones/notes.md,blobCount,blobcount,120,[300],moderate,high,2.5x cream circles merge into a bigger mass; top-left filament tangle spreads (larger white mask area),true,:2,false,
2018/Generativos/pelones,out/2018/Generativos/pelones/notes.md,blobMaxSize,blobmaxsize,0.4*width,"[""0.8*width""]",moderate,high,circles up to 2x larger; top-left tangle grows and reads as long grey hair,true,:2,false,
2018/Generativos/pelones,out/2018/Generativos/pelones/notes.md,flowFillAlpha,flowfillalpha,120,[255],none,low,no visible change; dense line overlap already saturates the tangle,true,:2,false,
2018/Generativos/pelones,out/2018/Generativos/pelones/notes.md,grainMaxSize,grainmaxsize,random(2),"[""random(6)""]",moderate,high,3x larger black speckles; grain clearly visible across the canvas,true,:2,false,
2018/Generativos/pelotas,out/2018/Generativos/pelotas/notes.md,overlapFactor,overlapfactor,0.55,[0.8],moderate,high,"higher = denser packing, more circles per screen",true,:2,false,
2018/Generativos/pelotas,out/2018/Generativos/pelotas/notes.md,sizeMax,sizemax,260,[120],moderate,high,no giant suns; field denser and more uniform in size,true,:2,false,
2018/Generativos/pelotas,out/2018/Generativos/pelotas/notes.md,spokesMax,spokesmax,13,[6],subtle,low,3-6 spokes per sun; many read as Y or cross shapes,true,:2,false,
2018/Generativos/pelotas,out/2018/Generativos/pelotas/notes.md,attempts,attempts,1000000,[200000],moderate,high,"sparser field, more background visible",true,:2,false,
2018/Generativos/pelotas,out/2018/Generativos/pelotas/notes.md,spokeWeight,spokeweight,0.2,[0.35],moderate,high,"thicker capsule spokes, chunkier suns",true,:2,false,
2018/Generativos/pencilData,out/2018/Generativos/pencilData/notes.md,sub,sub,80,[160],subtle,low,"more split iterations: busier tiling with more small cells, same tonality",true,:2,true,
2018/Generativos/pencilData,out/2018/Generativos/pencilData/notes.md,divRange,divrange,"(2,4)","[""(2,6)""]",subtle,low,"split range up to 4x4: different subdivision mix, same overall look",true,:2,true,
2018/Generativos/pencilData,out/2018/Generativos/pencilData/notes.md,bb,bb,4,[14],subtle,low,wider gutters: cells read as separate framed panels on paper,true,:2,true,
2018/Generativos/pencilData,out/2018/Generativos/pencilData/notes.md,da1,da1,0.01,[0.05],subtle,low,"5x curve frequency: per-cell patterns differ (wavier), some large cells fainter",true,:2,true,
2018/Generativos/pencilData,out/2018/Generativos/pencilData/notes.md,stippleFactor,stipplefactor,0.8,[2.5],subtle,low,denser stipple: cells look grayer and more filled in,true,:2,true,
2018/Generativos/pencilData,out/2018/Generativos/pencilData/notes.md,stippleAlpha,stipplealpha,4,[12],subtle,low,"darker stipple dots: slightly grainier, denser cells",true,:2,true,
2018/Generativos/peni,out/2018/Generativos/peni/notes.md,cc,cc,"int(random(2,8))",[],,unscored,TBD,true,:2,false,
2018/Generativos/peni,out/2018/Generativos/peni/notes.md,gg,gg,"int(random(40,100))",[],,unscored,TBD,true,:2,false,
2018/Generativos/peni,out/2018/Generativos/peni/notes.md,bb,bb,9,[],,unscored,TBD,true,:2,false,
2018/Generativos/peni,out/2018/Generativos/peni/notes.md,des,des,2,[],,unscored,TBD,true,:2,false,
2018/Generativos/peni,out/2018/Generativos/peni/notes.md,arcs,arcs,1000,[],,unscored,TBD,true,:2,false,
2018/Generativos/peni,out/2018/Generativos/peni/notes.md,arcR,arcr,width*random(0.012),[],,unscored,TBD,true,:2,false,
2018/Generativos/pepi,out/2018/Generativos/pepi/notes.md,cc,cc,"random(20, 100)","[100,20]",large,high,100 = dense field of tiny multi-ring dots; 20 = sparse large dots with wide pink gaps,true,:2,false,
2018/Generativos/pepi,out/2018/Generativos/pepi/notes.md,ck,ck,"random(1, random(1, 40))",[40],large,high,40 depth layers stretch into dense striped radial cones under perspective,true,:2,false,
2018/Generativos/pepi,out/2018/Generativos/pepi/notes.md,tilt,tilt,"random(-0.4, 0.4) per axis",[0],large,high,"0 = flat, axis-aligned grid with uniform dot sizes, no shear",true,:2,false,
2018/Generativos/pepi,out/2018/Generativos/pepi/notes.md,strokeAlpha,strokealpha,20,[255],moderate,high,255 adds a crisp dark outline to every ring; composition unchanged,true,:2,false,
2018/Generativos/pepi,out/2018/Generativos/pepi/notes.md,des,des,width*1.2,"[""width*2.0""]",large,high,"bigger cells, fewer visible, stronger perspective foreshortening at edges",true,:2,false,
2018/Generativos/pera,out/2018/Generativos/pera/notes.md,planets,planets,1200,[400],moderate,high,"fewer, sparser discs; the hidden grid becomes clearly visible",true,:2,false,
2018/Generativos/pera,out/2018/Generativos/pera/notes.md,det1,det1,random(0.01),"[""random(0.002)""]",moderate,high,"coarser size field: disc density becomes a smooth large-scale gradient (sparse top, dense bottom) instead of mid-scale clusters",true,:2,false,
2018/Generativos/pera,out/2018/Generativos/pera/notes.md,size scale (*820),size scale,820,[400],moderate,high,all discs ~half size; field looks more diffuse with more background showing through,true,:2,false,
2018/Generativos/pera,out/2018/Generativos/pera/notes.md,alpha ramp (map to 0..255),alpha ramp,255,[128],subtle,low,"same structure, slightly lighter/more washed out; blue ground reads through the discs more",true,:2,false,
2018/Generativos/pera,out/2018/Generativos/pera/notes.md,grid divisions (random(100)),grid divisions,random(100),"[""random(24)""]",none,low,no visible change: the thin grid is already nearly covered by 1200 discs in the baseline,true,:2,false,
2018/Generativos/pera,out/2018/Generativos/pera/notes.md,palette colors[],palette colors,F8F8F9/FE3B00/7233A6/0601FE/000000,"[""F8F8F9/00B328/1D3557/E63946/000000""]",large,high,identical structure in new colours: green discs on a red ground,true,:2,false,
2018/Generativos/perla,out/2018/Generativos/perla/notes.md,planets,planets,1200,[2400],moderate,high,"denser, smaller, more delicate field; large corner discs persist, mesh more visible",true,:2,false,
2018/Generativos/perla,out/2018/Generativos/perla/notes.md,det1,det1,random(0.01),"[""random(0.002)""]",moderate,high,"size-noise sampled at 1/5 scale: sizes clump into smooth patches, sparser regions plus denser big-disc clusters",true,:2,false,
2018/Generativos/perla,out/2018/Generativos/perla/notes.md,sizeExponent,sizeexponent,2.2,[1.0],moderate,high,"noise no longer squared: far more large discs, canvas nearly covered, cyan mostly hidden",true,:2,false,
2018/Generativos/perla,out/2018/Generativos/perla/notes.md,alpMax,alpmax,255,[120],subtle,low,"no visible change at first glance; discs slightly more see-through, background reads through overlaps",true,:2,false,
2018/Generativos/perla,out/2018/Generativos/perla/notes.md,dotSize,dotsize,3,[8],subtle,low,no visible change to the discs; the point markers are now small visible rings/dots instead of pinpoints,true,:2,false,
2018/Generativos/persons,out/2018/Generativos/persons/notes.md,grid,grid,"int(random(40,60))",[20],subtle,low,"coarser cells -> fewer, larger figures; background unchanged",true,:2,false,
2018/Generativos/persons,out/2018/Generativos/persons/notes.md,meshAlpha,meshalpha,30,[120],none,low,no visible change; 4x alpha on 1px white mesh lines stays below the visibility threshold,true,:2,false,
2018/Generativos/persons,out/2018/Generativos/persons/notes.md,meshKeep,meshkeep,0.4,[1.0],none,low,no visible change; the extra triangles are 1px lines at ~12% white alpha,true,:2,false,
2018/Generativos/persons,out/2018/Generativos/persons/notes.md,palette,palette,cool blues/pinks/purples,"[""#2474AF,#2474AF,#F0CA4B,#F07148,#E6E7E9,#107F40""]",large,high,background becomes light grey; figures blue/orange/green/yellow,true,:2,false,
2018/Generativos/persons,out/2018/Generativos/persons/notes.md,hh,hh,"random(0.2,1)","[""random(0.9,1)""]",subtle,low,no short stubby figures; crowd is uniformly tall,true,:2,false,
2018/Generativos/persons,out/2018/Generativos/persons/notes.md,sca,sca,0.8,[1.6],subtle,low,"figures ~2x larger (width and height scale together), some overlap",true,:2,false,
2018/Generativos/persons02,out/2018/Generativos/persons02/notes.md,grid,grid,"int(random(40, 60))","[""int(random(80, 100))""]",subtle,low,"finer cell grid; crowd and mesh re-laid-out, figure scale similar",true,:2,false,
2018/Generativos/persons02,out/2018/Generativos/persons02/notes.md,personAttempts,personattempts,grid*1.6,"[""grid*3.2""]",moderate,high,crowd density roughly doubles,true,:2,false,
2018/Generativos/persons02,out/2018/Generativos/persons02/notes.md,torsoWidth,torsowidth,"ss*sca*random(1, 1.2)","[""ss*sca*random(0.45, 0.6)""]",none,low,no visible change; torsos only slightly thinner,true,:2,false,
2018/Generativos/persons02,out/2018/Generativos/persons02/notes.md,heightFactor,heightfactor,"random(0.2, 1)","[""random(0.8, 1.5)""]",subtle,low,figures clearly taller and slimmer,true,:2,false,
2018/Generativos/persons02,out/2018/Generativos/persons02/notes.md,feetMeshAlpha,feetmeshalpha,28,[110],none,low,"white mesh lines more visible (thin 1-px strokes, below scorer threshold)",true,:2,false,
2018/Generativos/persons02,out/2018/Generativos/persons02/notes.md,rainAlpha,rainalpha,60,[200],none,low,"rain dashes more visible (sparse 1-2 px dots, below scorer threshold)",true,:2,false,
2018/Generativos/persons03,out/2018/Generativos/persons03/notes.md,grid,grid,"int(random(40, 60))","[""int(random(16, 20))""]",moderate,high,"coarser grid: far fewer, much larger figures; sparser longer-edged mesh",true,:2,false,
2018/Generativos/persons03,out/2018/Generativos/persons03/notes.md,personCount,personcount,grid*1.6,"[""grid*3.2""]",moderate,high,about twice as many figures at the same size; denser crowd and mesh,true,:2,false,
2018/Generativos/persons03,out/2018/Generativos/persons03/notes.md,rainCount,raincount,600,[1500],none,low,"no visible change; streaks are 3-5 px at alpha 60, too faint to accumulate",true,:2,false,
2018/Generativos/persons03,out/2018/Generativos/persons03/notes.md,personMeshSkip,personmeshskip,0.6,[0.15],none,low,"no visible change; stroke(255, 28) too faint to notice the extra triangles",true,:2,false,
2018/Generativos/persons03,out/2018/Generativos/persons03/notes.md,heightFactor,heightfactor,"random(0.2, 1)","[""random(0.4, 2.2)""]",subtle,low,"taller stretched figures, a few very tall ones; density unchanged",true,:2,false,
